Title,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Rushed
Grand Theft Auto IV,1,action/racing  ,Rockstar,98,5.76,24.95,X360,E,2008,38.88333333,152.7166667,32,21.71666667,82.95,175.7333333,80,53.23333333,41.86666667,71.96666667,40,28.46666667,28.25,46.88333333,28,18.05
Super Smash Bros.: Brawl,6,action,Nintendo,93,5.71,39.95,Nintendo Wii,T,2008,51.43333333,341.2166667,15,18.1,195.1333333,407.1333333,135,115.0333333,64.01666667,179.15,52.61666667,34.15,10.85,21.2,10,6.7
Call of Duty: World at War,4,action,Activision,84,4.58,29.95,X360,E,2008,10.28333333,154.5666667,8,5.983333333,31.85,161.7,15,16.2,13.28333333,69.81666667,10,8.233333333,7.8,13.95,8,5.366666667
Gears of War 2,2,action,Microsoft,93,3.9,24.95,X360,E,2008,12.56666667,107.1333333,10,8.666666667,95.4,152.85,110,58.35,13.71666667,35.91666667,12,10.41666667,10.08333333,13.01666667,10,8.05
Pokmon: Platinum Version,1,adventure/role-playing (rpG),Nintendo,83,2.86,27.95,Nintendo DS,T,2008,72.21666667,311.9166667,43,35.93333333,219.3,387.45,198,116.4833333,84.61666667,164.4,67.71666667,50.26666667,33.55,42.33333333,35,24.26666667
Metal Gear Solid 4: Guns of the Patriots,1,action,Konami,94,2.58,22.95,PlayStation 3,T,2008,19.86666667,49.68333333,18.9,11.03333333,28.56666667,47.38333333,27,23.38333333,22.4,50.75,20.65,16.78333333,18.68333333,32.21666667,18.16666667,10.56666667
Fable II,1,role-playing (rpG),Microsoft,89,2.55,17.95,X360,E,2008,25.15,128.7833333,20,14.23333333,61.75,146.2833333,53.36666667,35.28333333,24.1,38.75,23.4,15.73333333,12.81666667,18.7,12,9.15
Guitar Hero: World Tour,4,action/simulation,Activision,86,2.47,17.95,Nintendo Wii,T,2008,15.95,43.63333333,8.616666667,9.133333333,31.11666667,50.51666667,21,16.76666667,23.75,42.5,20,13.93333333,8.233333333,9.55,8,7.166666667
LittleBigPlanet,4,action,Sony,95,2.46,24.95,PlayStation 3,T,2008,13.7,45.91666667,10,7.3,42.35,60.08333333,38,30.08333333,17.18333333,28.03333333,15,10.65,9.4,16.43333333,9,5.966666667
Fallout 3,1,action/role-playing (rpG),NA,93,2.44,17.95,X360,T,2008,60.06666667,476.2666667,45,28.76666667,124.7333333,416.2666667,112.3166667,72.26666667,61.76666667,478.9333333,54,35.15,24.55,86.63333333,22,14.13333333
LEGO Indiana Jones: The Original Adventures,2,action,NA,77,2.42,9.95,X360,M,2008,15.13333333,25.03333333,13.71666667,10.36666667,22,29.31666667,24.01666667,15,14.21666667,17.8,15,10.91666667,9.7,13.61666667,10,8.083333333
Left 4 Dead,2,action,NA,89,2.39,19.95,X360,M,2008,14.08333333,105.2666667,7,6.483333333,62.11666667,130.4166667,59.58333333,33.91666667,21.06666667,96.76666667,14,10.73333333,6.883333333,12.51666667,6.516666667,4.566666667
Madden NFL 09,4,sports,EA,83,2.33,14.95,X360,T,2008,15.88333333,22.6,14.51666667,9.85,17.83333333,24.21666667,19.03333333,11.46666667,0,0,0,0,10,10,10,10
Guitar Hero: On Tour,1,action/simulation,Activision,71,2.22,14.95,Nintendo DS,M,2008,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0
Kung Fu Panda,4,action,Activision,75,2.04,9.95,X360,E,2008,6.7,11.88333333,5,4.416666667,12.85,15.53333333,13.5,9.7,7.166666667,8.033333333,7,6.283333333,4.683333333,5.416666667,5,3.916666667
Rock Band 2,4,action/simulation,NA,92,1.85,19.95,X360,E,2008,62.55,418.75,12.5,20.75,295.8666667,295.8666667,295.8666667,295.8666667,97.35,429.3333333,20,34.33333333,9.816666667,16.7,9,6.7
Sega Superstars Tennis,4,sports,Sega,67,1.84,9.95,X360,E,2008,7.883333333,8.566666667,8,7.083333333,0,0,0,0,8.583333333,8.883333333,8.583333333,8.283333333,7.4,7.85,8,6.966666667
Animal Crossing: City Folk,1,simulation,Nintendo,73,1.78,29.95,Nintendo Wii,T,2008,191.25,431.4833333,65,74.05,617.4166667,676.1333333,617.4166667,558.7,173.5666667,308.3833333,200,103.3833333,69.83333333,107.95,62,47.95
LEGO Batman: The Videogame,2,action,NA,76,1.64,14.95,X360,T,2008,17.33333333,33.08333333,15,10.33333333,29.21666667,39.55,29,22.88333333,16.75,28.18333333,16,13.18333333,9.833333333,13.81666667,9.433333333,7.066666667
Tom Clancy's Rainbow Six: Vegas 2,2,action,Ubisoft,82,1.61,16.95,X360,M,2008,9.9,19.71666667,9,6.666666667,12,12,12,12,12.95,21.4,12.65,9.4,8.75,17.43333333,9,6.366666667
Kirby Super Star Ultra,1,action,Nintendo,76,1.6,24.95,Nintendo DS,M,2008,8.766666667,19.76666667,8.633333333,5.716666667,13.18333333,21.46666667,11.01666667,9.933333333,9.333333333,11.83333333,10,6.2,5.116666667,8.216666667,4.75,3.833333333
Star Wars: The Force Unleashed,1,action,NA,73,1.59,16.95,X360,T,2008,6.133333333,22.9,5.5,3.9,12.06666667,17.35,11.33333333,8.35,8.133333333,23.78333333,7,5.283333333,5.333333333,7.583333333,5,3.583333333
God of War: Chains of Olympus,1,action,Sony,91,1.54,17.95,Sony PSP,T,2008,6.033333333,14.91666667,5.666666667,4.25,9.216666667,16.46666667,8.666666667,6.016666667,6.25,8.05,6,4.933333333,5.416666667,7.866666667,5.466666667,4.05
Pure,1,racing/sports,Disney,85,1.43,12.95,X360,T,2008,13.66666667,19.16666667,13,10.03333333,16.66666667,19.91666667,13,13.41666667,14.66666667,19.16666667,14,12.16666667,9.933333333,12.6,8.5,7.983333333
Saints Row 2,1,action/racing  ,THQ,81,1.39,17.95,X360,E,2008,28.1,66.43333333,23.68333333,16.18333333,53.73333333,80.43333333,54,34.35,29.95,65.61666667,28.53333333,21.61666667,20.26666667,46.68333333,20,13.31666667
Midnight Club: Los Angeles,1,racing  ,Rockstar,81,1.15,22.95,X360,E,2008,30.66666667,42.06666667,31.03333333,21.41666667,35,35,35,35,35.86666667,44.11666667,34,23.46666667,23.1,26.68333333,23.61666667,19.28333333
Mortal Kombat vs. DC Universe,2,action,Midway,76,1.13,24.95,PlayStation 3,E,2008,4.733333333,7.8,4,2.65,0,0,0,0,7.333333333,9.166666667,6.866666667,5.166666667,3.45,5.233333333,3,2.066666667
Army of Two,2,action,EA,72,1.12,16.95,X360,T,2008,6.8,11.63333333,6.75,5.383333333,0,0,0,0,7.583333333,11.9,7.033333333,6.15,6.566666667,8.316666667,6.716666667,5.316666667
Resistance 2,2,action,Sony,87,1.11,24.95,PlayStation 3,E,2008,10.58333333,20.13333333,10,8.266666667,15.25,16.36666667,15.25,14.11666667,12.35,21.05,11.86666667,9.8,10.1,16.76666667,10,8.133333333
Sonic Unleashed,1,action,Sega,66,1.09,17.95,Nintendo Wii,E,2008,13.15,16.53333333,13,9.866666667,17.35,17.35,17.35,17.35,13.28333333,16.63333333,13.25,9.95,12.8,15.45,13,10.81666667
NBA 2K9 ,1,sports,2K,84,1.07,12.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guitar Hero: Aerosmith,1,action/simulation,Activision,73,1.03,14.95,Nintendo Wii,E,2008,11.3,46.06666667,5,5.566666667,68.01666667,68.01666667,68.01666667,68.01666667,27.63333333,53.2,17.2,13.7,4.716666667,6.416666667,4.933333333,3.916666667
Burnout Paradise,1,action/racing  ,EA,87,1.01,17.95,PlayStation 3,T,2008,27.15,136.7833333,20,14.78333333,62.9,153.2166667,50,39.46666667,27.5,55.61666667,25,16.11666667,13.78333333,19.43333333,14,11.05
Pokmon Ranger: Shadows of Almia,1,action/role-playing (rpG),Nintendo,68,0.99,24.95,Nintendo DS,T,2008,28.75,53.93333333,25,21.15,40.81666667,59.45,35,32.96666667,27.95,32.75,26.35,23.15,21.3,23.31666667,22,18.53333333
Dead Space,1,action,EA,88,0.96,17.95,PlayStation 3,M,2008,12.73333333,33.18333333,12,8.683333333,20.58333333,37.13333333,20,14.13333333,13.25,24.41666667,12.41666667,9.333333333,11.41666667,18.25,11.36666667,8.2
Shaun White Snowboarding: Road Trip,1,sports,Ubisoft,78,0.95,14.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCOM: U.S. Navy SEALs - Confrontation,1,action,Sony,63,0.91,16.95,PlayStation 3,E,2008,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10
SoulCalibur IV,2,action,Namco,85,0.87,19.95,X360,E,2008,10.08333333,75.26666667,5,3.866666667,55.5,93.61666667,33,28.61666667,9.933333333,14.98333333,10,6.983333333,3.183333333,7.35,2.25,1.45
Battlefield: Bad Company,1,action,EA,83,0.83,16.95,X360,E,2008,8.266666667,35.18333333,7,5.083333333,17.76666667,31.03333333,14,10.43333333,11.06666667,36.38333333,9,7.466666667,6.85,12.38333333,6.733333333,4.65
Guitar Hero: On Tour - Decades,1,action/simulation,Activision,72,0.8,17.95,Nintendo DS,T,2008,10.91666667,15.45,10.91666667,6.366666667,20,20,20,20,0,0,0,0,1.833333333,1.833333333,1.833333333,1.833333333
Devil May Cry 4,1,action,Capcom,84,0.8,17.95,X360,T,2008,13.35,56.33333333,12,9.333333333,54.76666667,74.68333333,44,32.1,15.35,25.35,14,12.08333333,11.31666667,15.46666667,11,8.566666667
Mystery Case Files: MillionHeir,1,adventure,Nintendo,65,0.76,17.95,Nintendo DS,T,2008,8.033333333,8.8,7.166666667,6.8,0,0,0,0,7,7,7,7,8.283333333,9.216666667,8.583333333,7.216666667
Rayman Raving Rabbids TV Party,4,action/racing/sports/strategy,Ubisoft,73,0.74,17.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House of the Dead 2 & 3 Return,2,action,Sega,66,0.74,17.95,Nintendo Wii,M,2008,6.7,11.16666667,4,3.15,15.5,16.25,15.5,14.75,0,0,0,0,3.183333333,4.783333333,2,1.783333333
Far Cry 2,1,action,Ubisoft,85,0.73,19.95,X360,T,2008,26,78.25,23,15.25,40.4,64.76666667,39.31666667,27.16666667,29.15,79.78333333,26,18.78333333,17.31666667,28.56666667,17,11.56666667
Boom Blox,4,action/strategy,EA,85,0.72,24.95,Nintendo Wii,T,2008,6.4,8.35,7,4.85,0,0,0,0,7.5,7.75,7.5,7.25,5.666666667,7.416666667,4,3.916666667
Spore Creatures,1,adventure/simulation,EA,65,0.7,14.95,Nintendo DS,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAA Football 09,4,sports,EA,83,0.68,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 08: The Show,2,sports,Sony,85,0.67,12.95,PlayStation 3,E,2008,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10
Mercenaries 2: World in Flames,1,action,EA,72,0.66,14.95,X360,E,2008,22.86666667,37.28333333,20.26666667,14.78333333,37,43.25,30,30.75,24.66666667,26.33333333,24.5,22.28333333,16.95,19,18,12.73333333
Need for Speed: Undercover,1,racing  ,EA,64,0.66,17.95,X360,E,2008,12.18333333,16.33333333,11.2,9.333333333,16.11666667,18.15,14.5,14.3,13.78333333,16.68333333,13,11.68333333,10.58333333,11.68333333,11,8.883333333
Valkyria Chronicles,1,action/role-playing (rpG)/strategy,Sega,86,0.65,24.95,PlayStation 3,T,2008,37.08333333,61.53333333,35.08333333,25.03333333,57.31666667,71.1,53.06666667,46.3,38.85,55.2,38,26.85,31.7,45.7,31.1,22.7
Harvest Moon: Tree of Tranquility,1,role-playing (rpG)/simulation,NA,65,0.62,34.95,Nintendo Wii,M,2008,53.38333333,77.96666667,38.5,30.46666667,0,0,0,0,78,94,78,62,41.08333333,62.75,29.58333333,25.16666667
Star Wars: The Clone Wars - Jedi Alliance,1,action/adventure,NA,68,0.6,17.95,Nintendo DS,T,2008,5.133333333,5.283333333,5,5,0,0,0,0,0,0,0,0,5.133333333,5.283333333,5,5
Wario Land: Shake It!,1,action,Nintendo,78,0.59,19.95,Nintendo Wii,T,2008,9.633333333,25.2,6.766666667,6.216666667,23.73333333,31.53333333,18,15.93333333,12.86666667,14.43333333,10.7,10.43333333,6.2,7.633333333,6,5.166666667
NBA 2K9,7,sports,2K,82,0.58,14.95,PlayStation 3,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K9,1,sports,2K,64,0.58,14.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Clancy's EndWar,1,strategy,Ubisoft,77,0.56,16.95,X360,E,2008,14.53333333,25.56666667,9.75,9.05,0,0,0,0,39,39,39,39,10.46666667,14.01666667,8.866666667,7.816666667
Bully: Scholarship Edition,1,action/adventure,Rockstar,80,0.53,17.95,X360,T,2008,18.8,28.03333333,17.35,12.03333333,26.58333333,32.05,26,21.63333333,19.53333333,28.38333333,18,14.95,14.25,21.8,13.2,9.85
Prince of Persia,1,action,Ubisoft,81,0.53,16.95,X360,T,2008,13.91666667,29.71666667,13,10.31666667,18.13333333,31.78333333,17,13.03333333,15.1,19.51666667,15,12.01666667,11.63333333,14.86666667,11.83333333,9.466666667
Sonic Chronicles: The Dark Brotherhood,1,action/role-playing (rpG),Sega,74,0.52,17.95,Nintendo DS,E,2008,22.16666667,38.71666667,20,15.45,39.16666667,47.75,39.16666667,30.58333333,21.7,28.1,20,17.48333333,14.5,18.73333333,12,11.53333333
Chrono Trigger,2,role-playing (rpG),SquareEnix,92,0.51,17.95,Nintendo DS,T,2008,28.25,69.41666667,25,18.3,46.1,78.88333333,45,31.78333333,27.25,63.01666667,25.13333333,18.66666667,23.41666667,32.6,23,16.6
Tomb Raider: Underworld,1,action,Eidos,76,0.51,17.95,X360,E,2008,11.51666667,17.88333333,10.03333333,7.833333333,18.88333333,21.96666667,19,14.46666667,12.11666667,16.01666667,12,9.733333333,10.25,15.55,10,7.516666667
skate it,4,action/sports,EA,70,0.5,39.95,Nintendo Wii,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legendary Starfy,1,action/adventure,Nintendo,75,0.5,24.95,Nintendo DS,E,2008,14.25,18.53333333,9.9,9.033333333,21.38333333,22.9,20.25,19.58333333,8.65,9.266666667,8.65,8.033333333,8.133333333,8.95,8.5,7.15
Mirror's Edge,1,action,EA,79,0.5,14.95,X360,T,2008,7.016666667,34.83333333,6.333333333,4.333333333,13.73333333,37.43333333,10,8.433333333,8.483333333,21.61666667,8,6.116666667,6.316666667,11.56666667,6,4.066666667
Haze,2,action,Ubisoft,55,0.49,12.95,PlayStation 3,T,2008,7.65,15.01666667,6.916666667,5.633333333,22.76666667,22.76666667,22.76666667,22.76666667,6,6,6,6,6.866666667,8.933333333,6.916666667,5.433333333
Dissidia: Final Fantasy,1,action/role-playing (rpG),SquareEnix,79,0.49,17.95,Sony PSP,T,2008,63.31666667,178.3166667,50,36.65,117.1666667,206.65,109.4666667,72.48333333,73.53333333,179.3,63.66666667,48.5,30.43333333,40.41666667,30,23.43333333
Sid Meier's Civilization: Revolution,1,strategy,2K,84,0.49,24.95,X360,T,2008,14.4,35.1,6,6.35,43.35,51.33333333,42,33.83333333,16.35,21.03333333,17.8,10.03333333,4.966666667,10.2,3.866666667,3.45
Wall-E,4,action,THQ,51,0.48,17.95,Nintendo Wii,E,2008,7.35,10.51666667,6.716666667,5.266666667,6,6,6,6,14,14,14,14,6.283333333,8.25,6.716666667,5
NHL 09 ,1,sports,EA,88,0.48,14.95,X360,E,2008,26.66666667,31.66666667,20,21.66666667,40,40,40,40,0,0,0,0,20,20,20,20
Brothers in Arms: Hell's Highway,1,action,Ubisoft,76,0.47,17.95,X360,E,2008,8.966666667,13.76666667,8.1,7.266666667,15.5,17.25,15.5,13.75,9.8,11.35,9,8.483333333,8.3,10.26666667,8,7.066666667
Shaun White Snowboarding,1,sports,Ubisoft,60,0.47,14.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turok,1,action,NA,69,0.47,14.95,X360,E,2008,9.716666667,24.36666667,7.75,6.566666667,12.2,25.55,10,8.55,8.366666667,10.85,7.033333333,6.55,8.45,16.35,7,6.05
Iron Man,1,action,Sega,44,0.46,16.95,Sony PSP,E,2008,5.8,10.66666667,5,4.233333333,9.983333333,12.46666667,8,7.483333333,5.083333333,5.083333333,5.083333333,5.083333333,4.333333333,4.683333333,4.366666667,3.716666667
De Blob,4,action,THQ,82,0.45,16.95,Nintendo Wii,M,2008,12.13333333,19.28333333,10,8.466666667,23.15,25.78333333,25,19.6,11.8,14.73333333,11.15,10.05,8.133333333,8.95,8.416666667,7.066666667
Sonic Riders: Zero Gravity,4,racing  ,Sega,56,0.45,16.95,Nintendo Wii,T,2008,5.5,8.433333333,4.266666667,3.6,9.5,10.75,9.5,8.25,6.283333333,7.133333333,6.283333333,5.433333333,3.1,3.516666667,3.066666667,2.7
Rhythm Heaven,1,action,Nintendo,83,0.45,24.95,Nintendo DS,T,2008,9.116666667,16.93333333,8.666666667,5.683333333,19.41666667,22.43333333,20.35,15.93333333,8.816666667,11.95,8.716666667,6.283333333,5.966666667,8.6,4.45,3.85
Advance Wars: Days of Ruin,4,strategy,Nintendo,86,0.43,17.95,Nintendo DS,E,2008,33.93333333,68.98333333,22,19.48333333,90.51666667,100.1166667,90,80.91666667,41.06666667,72.58333333,33,27.08333333,20.11666667,36.1,18.08333333,15.05
Harvest Moon: Island of Happiness,1,simulation/strategy,NA,65,0.42,24.95,Nintendo DS,E,2008,43,43,43,43,0,0,0,0,43,43,43,43,0,0,0,0
Pinball Hall of Fame: The Williams Collection,1,simulation,NA,82,0.41,17.95,Nintendo Wii,T,2008,29.25,39.18333333,27.5,20.18333333,32.33333333,41.83333333,35,22.83333333,0,0,0,0,20,20,20,20
Samba de Amigo,2,action,Sega,68,0.4,12.95,Nintendo Wii,T,2008,8,8,8,8,0,0,0,0,0,0,0,0,8,8,8,8
?kami,1,action,Capcom,90,0.39,17.95,Nintendo Wii,M,2008,44.96666667,73.11666667,41.5,29.03333333,57.2,78.06666667,55.1,43.06666667,45.86666667,73.93333333,43.8,34.75,36.96666667,48.86666667,36.83333333,25.86666667
MotorStorm: Pacific Rift,4,action/racing/sports,Sony,82,0.37,29.95,PlayStation 3,T,2008,37.5,77.5,32.5,22.5,120,120,120,120,39.01666667,52.75,36,31.25,24.43333333,32.1,24,17.1
Tiger Woods PGA Tour 09,4,sports,EA,84,0.37,19.95,X360,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimCity Creator,1,simulation,EA,67,0.37,24.95,Nintendo Wii,E,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash: Mind over Mutant,1,action,NA,70,0.36,17.95,Nintendo Wii,E,2008,6.083333333,7.5,5.55,4.8,5.6,5.6,5.6,5.6,9.033333333,9.033333333,9.033333333,9.033333333,5.833333333,7.416666667,5.483333333,4.716666667
Spider-Man: Web of Shadows,1,action,Activision,68,0.36,19.95,X360,E,2008,12.56666667,16.78333333,12,9.383333333,19.63333333,20.45,19.63333333,18.81666667,13.15,14.41666667,12,12.26666667,10.7,12.91666667,11,8.666666667
Frontlines: Fuel of War,1,action,THQ,75,0.35,14.95,X360,M,2008,5.85,9.333333333,5.5,4.333333333,0,0,0,0,8.383333333,10.1,8.016666667,7.1,5.5,9.183333333,5.25,4.183333333
GRID,1,racing/simulation/sports,NA,87,0.35,19.95,X360,E,2008,28.58333333,106.4166667,23.13333333,17.16666667,47.18333333,114.6333333,37.4,28.63333333,24.56666667,34.31666667,24.75,18.31666667,20.61666667,40.65,22,14.9
Too Human,1,action/role-playing (rpG),Microsoft,65,0.35,14.95,X360,T,2008,20.51666667,68.36666667,15,12.86666667,119,119,119,119,23.83333333,45.83333333,19.5,16.33333333,12.91666667,16.46666667,12.98333333,10.46666667
Speed Racer: The Videogame,2,racing  ,NA,69,0.34,16.95,Nintendo Wii,M,2008,12.38333333,12.38333333,12.38333333,12.38333333,12.38333333,12.38333333,12.38333333,12.38333333,0,0,0,0,0,0,0,0
SEGA Bass Fishing,1,sports,Sega,59,0.34,17.95,Nintendo Wii,E,2008,8.366666667,10.91666667,7,4.166666667,14.08333333,14.11666667,14.08333333,14.03333333,7,7,7,7,3.333333333,4.666666667,3.333333333,2
The Chronicles of Narnia: Prince Caspian,2,action/role-playing (rpG),Disney,63,0.33,16.95,Nintendo Wii,M,2008,12.81666667,15.11666667,11.65,11.11666667,11.65,11.81666667,11.65,11.48333333,0,0,0,0,14,16,14,12
The Sims 2: Apartment Pets,1,simulation,EA,50,0.33,17.95,Nintendo DS,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar: Escape 2 Africa,1,action/adventure,Activision,55,0.32,17.95,Nintendo DS,T,2008,6.5,6.75,6.5,6.25,0,0,0,0,7,7,7,7,6,6,6,6
NHL 09,1,sports,EA,88,0.31,19.95,PlayStation 3,M,2008,26.66666667,31.66666667,20,21.66666667,40,40,40,40,0,0,0,0,20,20,20,20
Banjo-Kazooie: Nuts & Bolts,1,action/adventure/racing/sports,Microsoft,79,0.31,17.95,X360,E,2008,26.93333333,71.6,19.45,17.45,56,84.81666667,43.3,38.51666667,20.48333333,25.36666667,21,17.86666667,16.18333333,19.01666667,15.9,13.86666667
Hot Shots Golf: Out of Bounds,4,sports,Sony,81,0.3,34.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rune Factory 2: A Fantasy Harvest Moon,1,action/role-playing (rpG)/simulation,NA,79,0.3,17.95,Nintendo DS,T,2008,66.13333333,79.48333333,67.08333333,52.3,38,38,38,38,75.51666667,87.23333333,88.66666667,63.78333333,0,0,0,0
Patapon,1,action/strategy,Sony,86,0.3,17.95,Sony PSP,T,2008,19.9,35.16666667,16.78333333,13.71666667,33.41666667,42.48333333,32.55,24.76666667,27.7,36.2,27.08333333,20.8,15.88333333,23.71666667,15,12.26666667
The Incredible Hulk,1,action,Sega,46,0.29,16.95,Nintendo Wii,T,2008,5.216666667,5.216666667,5.216666667,5.216666667,5.216666667,5.216666667,5.216666667,5.216666667,0,0,0,0,0,0,0,0
Condemned 2: Bloodshot,1,action/adventure,Sega,80,0.29,14.95,X360,T,2008,10.15,22.4,9.5,7.9,35,35,35,35,11.61666667,13.4,12,10.4,8.633333333,10.15,8.9,7.383333333
Viva Pi$?ata: Pocket Paradise,1,simulation/strategy,THQ,82,0.28,17.95,Nintendo DS,T,2008,20.33333333,22.83333333,21,17.83333333,0,0,0,0,0,0,0,0,20.33333333,22.83333333,21,17.83333333
Spectrobes: Beyond the Portals,1,action/role-playing (rpG),Disney,70,0.27,11.95,Nintendo DS,M,2008,30.25,33.23333333,30.25,27.26666667,0,0,0,0,36.23333333,36.23333333,36.23333333,36.23333333,24.26666667,24.26666667,24.26666667,24.26666667
Infinite Undiscovery,1,action/role-playing (rpG),SquareEnix,68,0.27,17.95,X360,T,2008,34.83333333,90.2,26,20.7,150,150,150,150,40.61666667,48.7,40.2,32.45,24.43333333,51.93333333,22.3,17.18333333
TNA iMPACT!,4,sports,Midway,62,0.26,14.95,X360,M,2008,15.88333333,28.61666667,8.25,9.033333333,45.16666667,45.16666667,45.16666667,45.16666667,32.93333333,32.93333333,32.93333333,32.93333333,8.166666667,9.55,8.05,7.05
Enemy Territory: Quake Wars,1,action,Activision,69,0.26,14.95,X360,T,2008,9.916666667,16.95,7.916666667,6.95,0,0,0,0,8.7,10.4,8.916666667,6.9,11.11666667,16.96666667,6.75,7.466666667
Fire Emblem: Shadow Dragon,1,role-playing (rpG)/strategy,Nintendo,81,0.25,19.95,Nintendo DS,M,2008,23.31666667,36.86666667,21.85,16.86666667,36.88333333,40.11666667,34.5,34.26666667,26.1,38.16666667,24.3,18.68333333,20.75,26.68333333,20,15.76666667
Neopets Puzzle Adventure,1,adventure/role-playing (rpG)/strategy,Capcom,70,0.25,17.95,Nintendo DS,T,2008,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3
Tales of Vesperia,1,adventure/role-playing (rpG),Namco,79,0.25,27.95,X360,M,2008,71.78333333,177.15,56.86666667,44.65,190.3166667,240.7,192.5,130.7,75.18333333,114.5833333,70.15,48.83333333,51.68333333,75.16666667,49,39.66666667
SingStar ABBA,8,action,Sony,70,0.24,17.95,PlayStation 3,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Burst Limit,2,action,Atari,72,0.24,17.95,X360,E,2008,8.05,16,6,5,0,0,0,0,21.66666667,24.16666667,25,19.16666667,5.5,7.316666667,5.583333333,4.266666667
Apollo Justice: Ace Attorney,1,adventure/simulation,Capcom,78,0.24,24.95,Nintendo DS,T,2008,19.85,25.5,19.93333333,13.95,19.91666667,24.03333333,20,13.96666667,22.36666667,26.4,21.03333333,19.85,19.51666667,23.25,19.7,15.23333333
Castlevania: Order of Ecclesia,1,action/adventure/role-playing (rpG),Konami,85,0.24,24.95,Nintendo DS,T,2008,14.76666667,29.28333333,13.33333333,9.166666667,24.08333333,33.66666667,21.6,16.41666667,14.01666667,20.93333333,13.98333333,10.13333333,10.83333333,14.2,11,7.6
Mega Man Star Force 2: Zerker X Ninja,1,action/role-playing (rpG),Capcom,55,0.24,17.95,Nintendo DS,T,2008,19.71666667,22.01666667,20,16.58333333,24,24,24,24,21.3,22.51666667,20.41666667,20.35,17.28333333,19.23333333,19.25,15.8
Namco Museum: Virtual Arcade,1,action/racing  ,Namco,63,0.24,17.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NASCAR 09,1,racing/sports,EA,69,0.24,19.95,X360,T,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turning Point: Fall of Liberty,1,action,NA,43,0.24,7.95,X360,M,2008,5.116666667,6.1,5,4.133333333,5.216666667,5.216666667,5.216666667,5.216666667,3.216666667,3.216666667,3.216666667,3.216666667,5.266666667,6.15,5,4.566666667
Summer Athletics 2009,4,sports,NA,56,0.23,19.95,Nintendo Wii,M,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Sector,1,action,NA,72,0.23,14.95,PlayStation 3,T,2008,9.166666667,15.35,8.566666667,6.033333333,16.95,20.4,21,13.48333333,9.833333333,11.45,10,8.45,8.2,10.85,8.3,5.716666667
The Last Remnant,1,role-playing (rpG),SquareEnix,66,0.23,14.95,X360,T,2008,87.28333333,151.5666667,75,55.56666667,151.3333333,186.3333333,150,127.3333333,79.25,118.55,75,54.36666667,60.78333333,80.93333333,63,45.93333333
Silent Hill: Homecoming,1,action,Konami,70,0.22,17.95,X360,T,2008,10.13333333,14.93333333,9.6,7.933333333,13.13333333,16.5,12.86666667,9.75,11.55,15.58333333,10.81666667,9.583333333,9.35,14.58333333,9,7.583333333
Tales of Symphonia: Dawn of the New World,4,role-playing (rpG),Namco,68,0.2,24.95,Nintendo Wii,T,2008,41,79.43333333,36.76666667,29.13333333,87.63333333,106.9166667,100.0333333,73.48333333,44.23333333,61.28333333,42,35.68333333,32.81666667,39.81666667,32.5,26.03333333
